SSC ID,Station Name,Country,Latitude,Longitude,IOC code,PTWC code,GLOSS ID,UHSLC ID,PSMSL ID,SONEL GPS,SONEL TG,Details,Edit
SSC-izve,Izvestia Tsik (Izvestia Tsik Ostrova),Russia,75.95,82.95,,,,,728,,,[details],[edit]
SSC-jaba,Jabiru Au043,Australia,-12.66,132.89,,,,,,704,,[details],[edit]
SSC-jaca,Jacamel,Haiti,18.23,-72.54,jaca,jaca,,,,,,[details],[edit]
SSC-jack,Jackson Bay,New Zealand,-43.97,168.62,jack,"jack, jbay",,403,1882,,,[details],[edit]
SSC-jacks,Jacksonville,United States,30.35,-81.62,,,,,716,,,[details],[edit]
SSC-jaff,Jaffa,Israel,32.05,34.75,,,,,778,,,[details],[edit]
SSC-jamu,Jamuan,Indonesia,-6.97,112.75,,,,,278,,,[details],[edit]
SSC-jang,Janghang,South Korea,36.01,126.69,,,,,2042,,,[details],[edit]
SSC-janm,Jan Mayen Island,Norway,70.92,-8.72,,,230.0,,1382,,,[details],[edit]
SSC-jarv,Jarvis,United States,-0.38,-160.03,,,,45,,,,[details],[edit]
SSC-jask,Jask,Iran,25.63,57.77,"jask, jask2",jask,,126,1899,2565,2564,[details],[edit]
SSC-jast,Jastarnia,Poland,54.7,18.68,,,,,382,,,[details],[edit]
SSC-jebe,Jebel Dhanna,United Arab Emirates,24.18,52.63,,,,,1056,,,[details],[edit]
SSC-jeju,Jeju,South Korea,33.53,126.54,,,,,1066,2912,2911,[details],[edit]
SSC-jers,Jersey,United Kingdom,49.18,-2.12,jers,,,,"1795, 494, 694",,,[details],[edit]
SSC-jerv,Jervis Bay,Australia,-35.12,150.73,,,,,1307,,,[details],[edit]
SSC-jind,Jindo,South Korea,34.38,126.31,,,,,2043,,,[details],[edit]
SSC-john,Johnston Island,United States,16.74,-169.52,john,john,109.0,52,598,,2908,[details],[edit]
SSC-joho,Johor Baharu,Malaysia,1.47,103.8,,,,321,,,2645,[details],[edit]
SSC-jolo,"Jolo, Sulu",Philippines,6.07,121.0,,,70.0,373,260,,2823,[details],[edit]
SSC-joss,Jossingford,Norway,58.33,6.37,,,,,1971,,,[details],[edit]
SSC-joze,Jozefoslaw,Poland,52.09,21.03,,,,,,705,,[details],[edit]
SSC-jplm,Pasadena,United States,34.2,-118.17,,,,,,2422,,[details],[edit]
SSC-jsnj,Ship John Shoal,United States,39.31,-75.38,,jsnj,,,,,,[details],[edit]
SSC-juan,Juan Fernandez,Chile,-33.62,-78.83,"juan, juan2",juan,176.0,21,"1461, 1644, 1664, 904",,2856,[details],[edit]
SSC-juay,Juaymah Pier,Saudi Arabia,26.87,49.9,,,,,1509,,,[details],[edit]
SSC-june,Juneau,United States,58.3,-134.41,june,june,,,405,2681,2680,[details],[edit]
SSC-jung,Jungfrusund,Finland,59.95,22.37,,,,,18,,,[details],[edit]
SSC-juro,Jurong,Singapore,1.3,103.72,,,,,1275,,,[details],[edit]
SSC-kabe,Kabelvag,Norway,68.22,14.48,,,,,45,,,[details],[edit]
SSC-kabr,Kabret,Egypt,30.27,32.5,,,,,254,,,[details],[edit]
SSC-kaci,Kaciveli,Ukraine,44.42,34.05,kaci,,,,,,,[details],[edit]
SSC-kaga,Kangia North,Greenland,69.22,-49.81,,,,,,2455,,[details],[edit]
SSC-kago,Kagoshimai,Japan,31.6,130.57,,,,,"1319, 868",,,[details],[edit]
SSC-kahu,Kahului,United States,20.9,-156.47,"kahu, kahu2",kahu,,59,521,,,[details],[edit]
SSC-kain,Kainan,Japan,34.14,135.19,,,,,701,788,"2309, 2757",[details],[edit]
SSC-kait,Kaikoura,New Zealand,-42.41,173.7,kait,kait,,,,,,[details],[edit]
SSC-kala,Kalamata,Greece,37.02,22.11,kala,,,,411,,,[details],[edit]
SSC-kali,Kaliningrad,Russia,54.95,20.22,,,97.0,,289,,2833,[details],[edit]
SSC-kalit,Kalix,Sweden,65.7,23.1,,,,,2101,,,[details],[edit]
SSC-kama,Kamaisi,Japan,39.27,141.9,,,,,"1346, 715",,,[details],[edit]
SSC-kami,Kaminato,Japan,33.13,139.82,,,,,"1440, 773",,,[details],[edit]
SSC-kand,Kandla,India,23.02,70.22,,,,,596,,,[details],[edit]
SSC-kang,Kangan,Iran,27.83,52.05,,,,,1869,,,[details],[edit]
SSC-kanm,Kanmen,China,28.08,121.28,,,94.0,632,934,,2832,[details],[edit]
SSC-kant,Kanton,Kiribati,-2.8,-171.72,kant,kant,145.0,13,"1329, 575",,2847,[details],[edit]
SSC-kaoh,Kaohsiung,China,22.62,120.28,,,,340,"1356, 152",,,[details],[edit]
SSC-kapi,Kapingamarangi,Micronesia,1.08,154.81,kapi,kapi,117.0,29,1473,,2841,[details],[edit]
SSC-kara,Karachi,Pakistan,24.81,66.98,kara,kara,30.0,147,204,,2802,[details],[edit]
SSC-kari,Kariya,Japan,33.47,129.85,,,,,1318,792,2123,[details],[edit]
SSC-karr,Karratha Au013,Australia,-20.98,117.1,,,,,,706,,[details],[edit]
SSC-kars,Karsiyakaizmir,Turkey,38.4,27.17,,,,,"1021, 406",,,[details],[edit]
SSC-karsj,Karsibori,Poland,53.85,14.28,,,,,1206,,,[details],[edit]
SSC-karu,Karumba,Australia,-17.5,140.83,,,,,"1657, 835",,,[details],[edit]
SSC-karw,Karwar,India,14.8,74.12,,,,,1273,,,[details],[edit]
SSC-kash,Kashiwazaki,Japan,37.36,138.51,,,,,753,781,2307,[details],[edit]
SSC-kask,Kaskinen / Kasko,Finland,62.34,21.21,,,,,285,,,[details],[edit]
SSC-kast,Kasteli,Greece,35.51,23.64,kast,kast,,,,,,[details],[edit]
SSC-kata,Katakolo,Greece,37.64,21.32,kata,,,,1240,,,[details],[edit]
SSC-kats,Katsuura,Japan,35.13,140.25,,,,,1191,778,2115,[details],[edit]
SSC-kaum,Kaumalapau,United States,20.78,-156.9,kaum,kaum,,548,,,,[details],[edit]
SSC-kava,Kavalla,Greece,40.93,24.41,,,,,375,,,[details],[edit]
SSC-kavi,Kavieng,Papua New Guinea,-2.58,150.8,,,,68,"1608, 1615",,,[details],[edit]
SSC-kawa,Kawaihae,United States,20.04,-155.83,"kawa, kawa2",kawa,,552,2128,,,[details],[edit]
SSC-kawaq,Kawasaki,Japan,35.5,139.77,,,,,1516,,,[details],[edit]
SSC-kbhv,Kobenhavn,Denmark,55.71,12.6,,,,,82,644,2242,[details],[edit]
SSC-kbug,Koge Bugt,Greenland,65.14,-41.16,,,,,,2473,,[details],[edit]
SSC-keel,Keelung,China,25.15,121.75,,,,341,"153, 545",,,[details],[edit]
SSC-kela,Kelang,Malaysia,3.05,101.37,,,,140,1591,,,[details],[edit]
SSC-keli,Tanjung Keling,Malaysia,2.22,102.15,,,,141,1593,3375,3376,[details],[edit]
SSC-kels,Kelsey Bay,Canada,50.4,-125.97,,,,,1826,,,[details],[edit]
SSC-kelt,"Kelso, Longview",United States,46.11,-122.95,,,,,,707,2360,[details],[edit]
SSC-kely,Kellyville (kangerlussuaq),Greenland,66.99,-50.94,,,,,,708,,[details],[edit]
SSC-kemi,Kemi,Finland,65.67,24.52,,,,,229,,,[details],[edit]
SSC-kepo,King Edward Point,United Kingdom,-54.28,-36.5,kepo,kepo,187.0,,896,3411,2861,[details],[edit]
SSC-kerg,Kerguelen Island,France,-49.35,70.22,"kerg, kerg2",kerg,23.0,180,1849,"3211, 3386, 710",1780,[details],[edit]
SSC-ketc,Ketchikan,United States,55.33,-131.63,ketc,ketc,,571,225,"2686, 2687",2685,[details],[edit]
SSC-keti,Keti Bandar,Pakistan,24.13,67.43,keba,,,,,,,[details],[edit]
SSC-kgak,King Cove,United States,55.06,-162.32,kgak,kgak,,,,,,[details],[edit]
SSC-kgni,Koganei,Japan,35.71,139.49,,,,,,2423,,[details],[edit]
SSC-kgny,Kings_Point,United States,40.81,-73.77,,kgny,,,362,3314,3313,[details],[edit]
SSC-khaj,Khabarovsk,Russia,48.52,135.05,,,,,,2424,,[details],[edit]
SSC-khal,Khal #10,Bangladesh,22.27,91.82,,,,135,,,,[details],[edit]
SSC-khalo,Khalkis South,Greece,38.46,23.59,,,,,"1237, 1441",,,[details],[edit]
SSC-khep,Khepupara,Bangladesh,21.83,89.83,,,,139,1454,,,[details],[edit]
SSC-khio,Khios,Greece,38.37,26.14,,,,,408,,,[details],[edit]
SSC-khol,Kholmsk,Russia,47.05,142.04,khol,khol,,,529,,,[details],[edit]
SSC-kidd,Kidderpore,India,22.53,88.33,,,,,"369, 48",,,[details],[edit]
SSC-kiel,LT Kiel,Germany,54.5,10.27,kiel,,,,,,,[details],[edit]
SSC-kielp,Kiel-holtenau,Germany,54.37,10.16,,,,,789,"2025, 2956",2563,[details],[edit]
SSC-kigi,Kigiliah,Russia,73.33,139.87,,,,,642,,,[details],[edit]
SSC-king,Kingscote,Australia,-35.67,137.63,,,,,244,,,[details],[edit]
SSC-kingr,Kingston,Australia,-36.83,139.85,,,,,515,,,[details],[edit]
SSC-kinl,Kinlochbervie,United Kingdom,58.46,-5.05,kinl,,,,1775,3250,3249,[details],[edit]
SSC-kirn,Kiruna,Sweden,67.88,21.06,,,,,,920,,[details],[edit]
SSC-kitu,"Kitab, Uzbekistan",Uzbekistan,39.14,66.88,,,,,,712,,[details],[edit]
SSC-kjol,Kjolsdal,Norway,61.92,5.63,,,,,398,,,[details],[edit]
SSC-klag,Klagshamn,Sweden,55.52,12.89,,,,,330,,,[details],[edit]
SSC-klai,Klaipeda,Lithuania,55.7,21.13,,,,,118,943,2370,[details],[edit]
SSC-kmor,Kap Morton,Greenland,81.25,-63.53,,,,,,2467,,[details],[edit]
SSC-kngb,King Bay,Australia,-20.62,116.75,,,,,"1549, 1557",,,[details],[edit]
SSC-knot,Knock,Germany,53.33,7.03,,,,,,2529,2530,[details],[edit]
SSC-knys,Knysna,South Africa,-34.05,23.05,,,,186,950,,,[details],[edit]
SSC-kobb,Kobbaklintar,Aland Islands,60.03,19.88,,,,,63,,,[details],[edit]
SSC-kobe,Kobe,Japan,34.68,135.18,,,,,"1790, 846",,,[details],[edit]
SSC-koch,Kochi,Japan,33.5,133.57,,,,,"1184, 1540, 1567, 628",,,[details],[edit]
SSC-kodi,Kodiak Island,United States,57.73,-152.51,"kodi, kodi2","kodb, kodi",,39,"1179, 567","1882, 2670, 2975, 2976","2377, 2766",[details],[edit]
SSC-kokb,Kokee Park Geophysical Observatory,United States,22.13,-159.66,,,,,,713,,[details],[edit]
SSC-kola,Ko Lak,Thailand,11.78,99.82,,,39.0,328,174,2086,2448,[details],[edit]
SSC-kolaf,Ko Lau Wan,Hong Kong,22.47,114.37,,,,,1689,,,[details],[edit]
SSC-koli,"Kolinamil, Jakarta",Indonesia,-6.11,106.89,koli,koli,,161,"1601, 283, 309",,,[details],[edit]
SSC-kolk,Kolkasrags,Latvia,57.8,22.63,,,,,60,,,[details],[edit]
SSC-kolo,Kolobrzeg,Poland,54.18,15.55,,,,,643,,,[details],[edit]
SSC-kolu,Koluchin,Russia,67.48,-174.65,,,,,621,,,[details],[edit]
SSC-koma,Komatsushima,Japan,34.01,134.59,,,,,809,,,[details],[edit]
SSC-komak,Ko Mattaphon,Thailand,10.45,99.25,,,,,1792,,,[details],[edit]
SSC-komi,Ko Miang,Thailand,8.55,97.63,komi,komi,,118,,,,[details],[edit]
SSC-kool,Koolan Island,Australia,-16.13,123.73,,,,,1581,,,[details],[edit]
SSC-koro,Koroni,Greece,36.8,21.96,koro,koro,,,,,,[details],[edit]
SSC-kors,Korsakov,Russia,46.63,142.77,kors,kors,,,,,,[details],[edit]
SSC-korsd,Korsor,Denmark,55.33,11.14,,,,,113,,,[details],[edit]
SSC-kose,Koserow,Germany,54.06,14.0,,,,,1448,,,[details],[edit]
SSC-kosg,Kootwijk,Netherlands,52.18,5.81,,,,,,2425,,[details],[edit]
SSC-kosi,Ko Sichang,Thailand,13.15,100.82,,,,,449,,,[details],[edit]
SSC-kosy,Kosystyi (Kosystyi Mys),Russia,73.65,109.73,,,,,736,,,[details],[edit]
SSC-kota,Ko Taphao Noi,Thailand,7.82,98.42,kota,kota,42.0,148,"2230, 446",,2807,[details],[edit]
SSC-kotak,Kota Kinabalu,Malaysia,5.98,116.07,,,,386,1733,"2634, 3205",2633,[details],[edit]
SSC-kote,Kotelnyi (Kotelnyi Ostrov),Russia,76.0,137.87,,,,,641,,,[details],[edit]
SSC-kotk,Kotka,Finland,60.45,26.95,,,,,164,,,[details],[edit]
SSC-kouc,Koumac,New Caledonia,-20.56,164.29,,,,,,2426,,[details],[edit]
SSC-kozu,Kozu Sima,Japan,34.21,139.13,,,,,1061,,,[details],[edit]
SSC-kpva,Kiptopeke Beach,United States,37.17,-75.99,kpva,kpva,,,636,,,[details],[edit]
SSC-kras,Krasnoflotskie (Krasnoflotskie Ostrova),Russia,78.6,98.83,,,,,738,,,[details],[edit]
SSC-kren,Krenkelia (Heisa Ostrov),Russia,80.62,58.05,,,,,1012,,,[details],[edit]
SSC-kril,Cape Kril'on,Russia,45.9,142.08,kril,kril,,,,,,[details],[edit]
SSC-kris,Kristiansundn,Norway,63.11,7.73,,,,,682,,,[details],[edit]
SSC-krna,Kirinda,Sri Lanka,6.2,81.32,krna,krna,,,,,,[details],[edit]
SSC-kron,Kronstadt-Shepelevo,Russia,60.0,29.67,,,310.0,,,,,[details],[edit]
SSC-krui,Krui,Indonesia,-5.18,103.92,,,,,345,,,[details],[edit]
SSC-kshb,Kish Bank Lighthouse,Ireland,53.31,-5.92,kis1,,,,,,,[details],[edit]
SSC-ksnb,Steenstrup Nordre Brae,Greenland,66.86,-35.58,,,,,,2470,,[details],[edit]
SSC-kuan,Kuantan,Malaysia,3.98,103.43,,,,322,1589,,,[details],[edit]
SSC-kuch,Kuchinotsu,Japan,32.61,130.2,,,,,1386,,,[details],[edit]
SSC-kudat,Kudat,Malaysia,6.9,116.85,ms005,,,,1876,,,[details],[edit]
SSC-kuku,Kukup,Malaysia,1.33,103.45,,,,325,1677,,,[details],[edit]
SSC-kull,Kullorsuaq,Greenland,75.73,-58.26,,,,,,2463,,[details],[edit]
SSC-kung,Kungsholmsfort,Sweden,56.11,15.59,,,,,70,2075,2330,[details],[edit]
SSC-kungr,Kungsvik,Sweden,59.0,11.13,,,,,2113,2953,2952,[details],[edit]
SSC-kunm,Kunming,China,25.03,102.8,,,,,,716,,[details],[edit]
SSC-kuns,Kunsan,South Korea,35.98,126.72,,,,,959,,,[details],[edit]
SSC-kupa,Kupang,Indonesia,-10.17,123.58,,,50.0,,,,,[details],[edit]
SSC-kure,Kure Iv,Japan,33.33,133.24,,,,,"1023, 1209, 1320, 749",791,2124,[details],[edit]
SSC-kuri,Kuril'sk,Russia,45.23,147.88,kuri,,,,,,,[details],[edit]
SSC-kush,Kushiro,Japan,42.97,144.38,kush,kush,89.0,350,518,798,2311,[details],[edit]
SSC-kusm,Kushimoto,Japan,33.49,135.46,kusm,kusm,85.0,353,134,803,2314,[details],[edit]
SSC-kwaj,Kwajalein,Marshall Islands,8.74,167.74,"kwaj, kwaj2",kwaj,111.0,55,513,717,2301,[details],[edit]
SSC-kwfl,Key West,United States,24.55,-81.81,"kwfl, kwfl2",kwfl,216.0,242,188,"1935, 2969, 2970, 718",2383,[details],[edit]
SSC-labu,Labuan,Malaysia,5.25,115.25,,,,,"1622, 1879",2644,2643,[details],[edit]
SSC-lace,La Ceiba,Honduras,15.77,-86.83,,,,,974,,,[details],[edit]
SSC-laco,La Coloma,Cuba,22.23,-83.57,,,,,594,,,[details],[edit]
SSC-laep,Lae,Papua New Guinea,-6.73,146.98,,,,67,"1303, 1617",719,2153,[details],[edit]
SSC-lago,La Gomera,Spain,28.09,-17.11,lago,lago,,,2065,,,[details],[edit]
SSC-lagos,Lagos,Nigeria,6.42,3.41,lagos,lagx,259.0,233,"1767, 451",3550,2906,[details],[edit]
SSC-lagu,La Guaira,Venezuela,10.62,-66.93,,,328.0,247,705,,2900,[details],[edit]
SSC-laha,Lahat Datu,Malaysia,5.02,118.35,,,,,1877,,,[details],[edit]
SSC-lajo,La Jolla,United States,32.87,-117.26,"lajo, lajo2",lajo,159.0,554,256,"3465, 843",2364,[details],[edit]
SSC-lake,Lakes Entrance,Australia,-37.88,147.97,,,,,"1379, 1380",,,[details],[edit]
SSC-lakez,Lake Worth Pier,United States,26.61,-80.03,,,,,1696,,,[details],[edit]
SSC-lalb,La Libertad,El Salvador,13.49,-89.32,lalb,lalb,,,,,,[details],[edit]
SSC-lali,La Libertad,Ecuador,-2.21,-80.9,lali,lali,172.0,91,"544, 555","2082, 3510","2444, 2445",[details],[edit]
SSC-lama,La Maddalena,Italy,41.23,9.37,,,,,109,,,[details],[edit]
SSC-lamag,Lamkowko,Poland,53.89,20.67,,,,,,721,,[details],[edit]
SSC-lame,Lameshur Bay,United States,18.2,-64.44,"lame, lame2",lame,,214,2119,,,[details],[edit]
SSC-lamu,Lamu,Kenya,-2.27,40.9,lamu,lamu,,149,"1872, 1985, 2198",,,[details],[edit]
SSC-land,Landsort Norra,Sweden,58.74,17.87,,,,,"2132, 68",,,[details],[edit]
SSC-lang,Langosteira,Spain,43.35,-8.53,lang,,,,,,,[details],[edit]
SSC-lango,Langara Point,Canada,54.25,-133.03,,,,,840,,,[details],[edit]
SSC-lank,Pulau Langkawi,Malaysia,6.42,99.77,"lank, ms001",lang,,142,1676,,,[details],[edit]
SSC-laoh,Laohutan,China,38.87,121.68,,,79.0,"630, 631","1513, 723",,2829,[details],[edit]
SSC-lapa,"La Palma, Santa Cruz",Spain,28.68,-17.77,lapa,lapa,,206,"1757, 2064, 568, 585, 586, 941","3140, 3141",3139,[details],[edit]
SSC-lapaq,La Paloma,Uruguay,-34.65,-54.15,,,,,764,3158,3157,[details],[edit]
SSC-lapl,La Plata,Argentina,-34.92,-57.93,,,,,211,726,"2220, 2761",[details],[edit]
SSC-lapu,La_Push,United States,47.91,-124.64,lapu,laph,,,,,,[details],[edit]
SSC-lark,Lark Harbour,Canada,49.1,-58.37,,,,,1044,,,[details],[edit]
SSC-larn,Larnaca,Cyprus,34.92,33.64,larn,,,,2160,,,[details],[edit]
SSC-larnt,Larne,United Kingdom,54.85,-5.78,,,,,942,,,[details],[edit]
SSC-larp,La Rochelle-Pallice,France,46.16,-1.22,"larp, larp2",larp,,,466,934,1787,[details],[edit]
SSC-laru,Pointe La Rue,Seychelles,-4.68,55.52,laru2,laru,339.0,"111, 121",1846,"3407, 838",1977,[details],[edit]
SSC-lasp,La Spezia,Italy,44.1,9.86,LA38,,,,2139,3436,3435,[details],[edit]
SSC-lata,Lata_Wharf,Solomon Islands,-10.72,165.8,lata,lata,,,,,,[details],[edit]
SSC-laun,La Union,El Salvador,13.31,-87.82,laun,laun,,86,"2223, 558, 740",,,[details],[edit]
SSC-lawh,Lawhah 3/8,Saudi Arabia,28.25,49.62,,,,,1650,,,[details],[edit]
SSC-lawt,Lighthouse Alte Weser,Germany,53.86,8.13,,,,,,2515,2516,[details],[edit]
SSC-laza,Lazaro Cardenas,Mexico,17.94,-102.18,laza,laza,,,,2285,2286,[details],[edit]
SSC-lcla,Lake_Charles,United States,30.22,-93.22,,lcla,,,,,,[details],[edit]
SSC-leba,Leba,Poland,54.77,17.55,,,,,1163,,,[details],[edit]
SSC-lebu,Lebu,Chile,-37.59,-73.66,"lebu, lebu2",lebu,,,1956,,,[details],[edit]
SSC-leco,Le Conquet,France,48.36,-4.78,"leco, leco2",leco,,,1294,3179,1792,[details],[edit]
SSC-lecy,Le Crouesty,France,47.54,-2.9,lecy,,,,1921,3190,1793,[details],[edit]
SSC-lede,Lewes,United States,38.72,-75.12,lede,lede,,747,224,3050,3048,[details],[edit]
SSC-leet,Leerort,Germany,53.22,7.45,,,,,,2531,2532,[details],[edit]
SSC-lega,"Legaspi, Albay",Philippines,13.15,123.76,lega,lega,72.0,371,522,3503,2825,[details],[edit]
SSC-leha,Le Havre,France,49.48,0.11,"leha, leha2",leha,,,453,"3429, 3538",1794,[details],[edit]
SSC-leit,Leith,United Kingdom,55.99,-3.18,leit,,,,"1526, 802",3248,"3246, 3247",[details],[edit]
SSC-leix,Leixoes,Portugal,41.18,-8.7,,,,,"2163, 791",3145,3144,[details],[edit]
SSC-lemba,Lembar,Indonesia,-8.73,116.07,lemba,"lemb, lobk",,419,,,,[details],[edit]
SSC-lems,Lemstrom,Aland Islands,60.1,20.02,,,,,84,,,[details],[edit]
SSC-lena,"Lenakel, Tanna",Vanuatu,-19.53,169.27,lena,lena,,,,,,[details],[edit]
SSC-lero,Le Robert,France,14.68,-60.94,lero,lero,,"270, 271",,,,[details],[edit]
SSC-leror,Leros,Greece,37.13,26.85,,,,,1233,,,[details],[edit]
SSC-lerw,Lerwick,United Kingdom,60.16,-1.15,"lerw, lerw2",,236.0,293,830,1907,2188,[details],[edit]
SSC-lesk,Leskina (Leskina Mys),Russia,72.32,79.57,,,,,654,,,[details],[edit]
SSC-leso,Les Sables d'Olonne,France,46.5,-1.79,"leso, leso2",leso,,,1747,2012,1791,[details],[edit]
SSC-lest,L'Estartit,Spain,42.05,3.2,,,,,1764,,,[details],[edit]
SSC-leva,Lewisetta,United States,38.0,-76.47,leva,leva,,,,,,[details],[edit]
SSC-levk,Levkas,Greece,38.83,20.71,,,,,1239,2584,2583,[details],[edit]
SSC-levu,Lautoka,Fiji,-17.6,177.44,levu,"laut, levu",,402,1805,723,2165,[details],[edit]
SSC-leza,Lezardrieux,France,48.78,-3.1,,,,,1950,,,[details],[edit]
SSC-lgos,Lagos,Portugal,37.1,-8.67,lgos,,,,162,720,2275,[details],[edit]
SSC-lhas,Lhasa / Tibet / China,China,29.66,91.1,,,,,,"724, 725",,[details],[edit]
SSC-lhcl,Lihuel Calel,Argentina,-38.0,-65.6,,,,,,3092,,[details],[edit]
SSC-lian,Lianyungang,China,34.75,119.42,,,,639,1405,,,[details],[edit]
SSC-liep,Liepaja,Latvia,56.53,20.98,,,,,26,,,[details],[edit]
SSC-lifo,Lifou,France,-20.92,167.28,lifo,lifo,,,,3203,3167,[details],[edit]
SSC-lime,Limetree,United States,17.7,-64.75,"lime, lime2",lime,,254,,,,[details],[edit]
SSC-limh,Limhamn,Sweden,55.58,12.93,,,,,323,,,[details],[edit]
SSC-limn,Limon,Costa Rica,9.99,-83.02,limon,limn,,268,"2191, 552",,,[details],[edit]
SSC-lina,Linakhamari,Russia,69.65,31.37,,,,,365,,,[details],[edit]
SSC-lirn,Livorno,Italy,43.55,10.3,LI11,,,,"110, 2080",,,[details],[edit]
SSC-lisb,Lisbon,Portugal,38.7,-9.13,,,,,1336,,,[details],[edit]
SSC-list,List,Germany,55.02,8.43,,,,,1047,,,[details],[edit]
SSC-litt,Little Cornwallis Island,Canada,75.38,-96.95,,,153.0,705,1822,,,[details],[edit]
SSC-litti,Little River,Canada,49.73,-124.9,,,,,1823,,,[details],[edit]
SSC-litz,"Litzlitz, Malekula",Vanuatu,-16.11,167.44,litz,litz,,,,,,[details],[edit]
SSC-livp,Liverpool,United Kingdom,53.45,-3.02,live,"livp, tpol",,,"15, 1774, 765",2026,"2160, 2736, 2756",[details],[edit]
SSC-llan,Llandudno,United Kingdom,53.33,-3.83,llan,,,,"1504, 1854",,,[details],[edit]
SSC-lmpd,Lampedusa,Italy,35.5,12.6,LA23,lamp,,,2079,722,2226,[details],[edit]
SSC-lobi,Lobito,Angola,-12.33,13.57,,,262.0,237,1314,,2884,[details],[edit]
SSC-lobo,Lobos de Afuera,Peru,-6.93,-80.72,,lobo,,84,1552,,,[details],[edit]
SSC-lohm,Lohm,Finland,60.1,21.67,,,,,233,,,[details],[edit]
SSC-loko,Lok On Pai,Hong Kong,22.37,114.0,,,,,1685,3572,3571,[details],[edit]
SSC-lomb,"Lombrum, Manus Island",Papua New Guinea,-2.04,147.37,lomb,lomb,331.0,"400, 65",1860,816,2152,[details],[edit]
SSC-lond,Londonderry,United Kingdom,55.0,-7.32,,,,,403,,,[details],[edit]
SSC-londi,London Bridge,United Kingdom,51.5,0.08,,,,,"1947, 336",,,[details],[edit]
SSC-long,Long Branch Pier,United States,40.3,-73.98,,,,,1981,,,[details],[edit]
SSC-lord,Lord Howe Is.,Australia,-31.52,159.07,,,148.0,399,"1788, 818, 924","2926, 3237",2849,[details],[edit]
SSC-lore,Loreto,Mexico,26.17,-111.37,lton,lton,,319,1410,,,[details],[edit]
SSC-lori,Lorient,France,47.75,-3.35,,,,,1946,,,[details],[edit]
SSC-lorn,Lorne,Australia,-38.55,143.99,,,,,1836,,,[details],[edit]
SSC-losa,Los Angeles,United States,33.72,-118.27,"losa, losa2",losa,,567,"1045, 245","3280, 3513, 897",2374,[details],[edit]
SSC-losai,Los Arroyos,Cuba,22.35,-84.38,,,,,633,,,[details],[edit]
SSC-losu,Los Sueños,Costa Rica,9.65,-84.66,losu,losu,,,,,,[details],[edit]
SSC-lott,East Cape,New Zealand,-37.55,178.16,lott,lott,,,,,,[details],[edit]
SSC-lowe,Lowestoft,United Kingdom,52.47,1.75,lowe,,,,754,2027,2343,[details],[edit]
SSC-lowen,Lower Escuminac,Canada,47.08,-64.88,,,,,1349,3034,3033,[details],[edit]
SSC-lowh,Low Head,Australia,-41.06,146.79,,,,,2071,,,[details],[edit]
SSC-lowi,Low Island,Australia,-16.38,145.57,,,,,1957,,,[details],[edit]
SSC-lpaz,La Paz,Mexico,24.15,-110.3,lpaz,lpaz,,671,695,"2053, 3060",2291,[details],[edit]
SSC-luan,Luanda,Angola,-8.78,13.23,,,,236,1342,,,[details],[edit]
SSC-luba,Lubang,Philippines,13.82,120.2,luba,luba,,655,,,,[details],[edit]
SSC-luci,Lucinda,Australia,-18.52,146.38,,,,,1630,,,[details],[edit]
SSC-lucin,Lucinda Offshore,Australia,-18.52,146.33,,,,,1658,,,[details],[edit]
SSC-lude,Luderitz,South Africa,-26.65,15.15,,,,702,911,,,[details],[edit]
SSC-luga,Luganville,Vanuatu,-15.52,167.19,luga,luga,,,,,,[details],[edit]
SSC-luis,Luis Corriea,Brazil,-2.87,-41.67,,,,711,,,,[details],[edit]
SSC-lung,Lungsurannaga,Indonesia,2.1,117.75,,,,410,,,,[details],[edit]
SSC-lusi,Lusi,China,32.13,121.62,,,283.0,633,979,,2891,[details],[edit]
SSC-lvwa,Longview,United States,46.09,-122.96,,lvwa,,,,,,[details],[edit]
SSC-lymg,Lymington,United Kingdom,50.74,-1.51,lymg,,,,,,,[details],[edit]
SSC-lyns,Lynaes,Greenland,64.43,-40.2,,,,,,2475,,[details],[edit]
SSC-lyok,Lyokki,Finland,60.85,21.18,,,,,16,,,[details],[edit]
SSC-lypy,Lypyrtti,Finland,60.6,21.23,,,,,17,,,[details],[edit]
SSC-maas,Maassluis,Netherlands,51.92,4.25,,,,,9,,,[details],[edit]
SSC-maat,Maatsuyker Island,Australia,-43.63,146.37,,,,,898,,,[details],[edit]
SSC-maca,Macau,Portugal,22.17,113.55,,,,338,269,3569,3568,[details],[edit]
SSC-macac,"Macabalan Port, Cagayan De Oro",Philippines,8.5,124.67,,,,,2154,,,[details],[edit]
SSC-macae,Macaé,Brazil,-22.39,-41.77,,,352.0,719,1917,,3590,[details],[edit]
SSC-mach,Machlipattnam,India,16.15,82.17,,,,,1944,,,[details],[edit]
SSC-mack,Mackay,Australia,-21.1,149.23,,,,,"564, 962",,,[details],[edit]
SSC-macq,Macquarie Is.,Australia,-54.5,158.93,,,130.0,680,"184, 186",727,2302,[details],[edit]
SSC-mada,Madang,Papua New Guinea,-5.2,145.8,,,,66,"1254, 1618",,,[details],[edit]
SSC-madr,Madrid,Spain,40.45,-3.71,,,,,,728,,[details],[edit]
SSC-madry,Puerto Madryn,Argentina,-42.76,-65.03,madry,madr,191.0,731,501,924,2339,[details],[edit]
